,class,proba,x1,y1,x2,y2,bf_mean,bf_std,bf_min,bf_max,bf_skew,rfp_mean,rfp_std,rfp_min,rfp_max,rfp_skew,gfp_mean,gfp_std,gfp_min,gfp_max,gfp_skew
0,0,0.83113664,753.99255,314.9289,809.18787,342.41467,24.37962962962963,979.1464568283452,1,101,1.2822632309772055,31.694444444444443,2020.2995356037152,1,137,1.35193181968866,38.120370370370374,3139.5179738562088,1,166,1.3122624669821652
1,0,0.8139806,827.0045,239.84427,871.95337,270.92438,4.625,9.221511627906978,2,12,0.89614395986683,4.416666666666667,7.500000000000002,1,11,0.686995419913244,4.277777777777778,5.448062015503877,2,9,0.49392078111163096
2,0,0.8074524,849.0287,412.76834,892.959,442.58047,2.027027027027027,0.40650605356487696,1,3,-0.022546684271959976,2.175675675675676,0.5798581386816681,1,3,-0.3054689686023392,2.2432432432432434,0.5921487097957685,1,3,-0.4447972742762063
3,0,0.7801755,881.3878,143.9942,915.76086,178.0409,2.0256410256410255,7.4671508748761966,1,18,5.208976465075337,1.8205128205128205,2.6457576758005943,1,11,4.626618631043345,1.6153846153846154,0.7784747441399802,1,6,3.084642184776566
4,0,0.7636373,867.2053,685.0527,913.8877,717.7233,1.5930232558139534,0.24228576599402774,1,2,-0.3787048546649202,1.6046511627906976,0.2866708895122614,1,3,0.03362863808235093,1.5813953488372092,0.24432178083431358,1,2,-0.32998316455372173
5,0,0.7597398,532.5869,688.0968,558.5244,716.39685,2.0,0.0,2,2,,2.0,0.07453416149068322,1,3,0.0,2.0185185185185186,0.055555555555555566,1,3,1.1904872720332231
6,0,0.75274605,885.08545,927.1237,914.4877,956.91327,0.7166666666666667,0.20418994413407815,0,1,-0.9616447378919024,0.7666666666666667,0.17988826815642464,0,1,-1.260976649982561,0.7833333333333333,0.17067039106145251,0,1,-1.3754927699066493
7,0,0.74773794,390.95288,593.4417,420.83984,623.8724,2.4615384615384617,0.25012406947890814,2,3,0.1543033499620912,2.3846153846153846,0.23821339950372206,2,3,0.47434164902525705,2.5,0.25161290322580643,2,3,0.0
8,0,0.74139327,361.19788,994.7853,391.87915,1023.7388,1.6470588235294117,2.8444962143273154,0,4,0.11755092196839653,1.6470588235294117,2.8444962143273154,0,4,0.11755092196839653,1.6176470588235294,2.733546884100175,0,4,0.10873668388766906
9,0,0.7365468,1013.8218,584.5812,1023.839,638.3883,1.0,1.0072992700729928,0,2,0.0,0.9565217391304348,0.9615994922246908,0,2,0.0869721258250722,1.0,1.0072992700729928,0,2,0.0
10,0,0.7238672,584.9773,192.33746,634.1974,220.6748,3.4545454545454546,2.8380249192431926,1,6,0.47154243021183445,3.378787878787879,2.5207660359944626,1,6,0.32542998127703865,3.242424242424242,1.9815413013382552,1,6,0.3854635588802215
11,0,0.71905524,537.72314,900.23596,582.135,933.3988,1.4102564102564104,0.4232419940574447,0,2,-0.6487223071961984,1.358974358974359,0.43710795642126127,0,2,-0.5433035102650838,1.3974358974358974,0.34351271046550025,0,2,-0.3657392720755283
12,0,0.7153321,442.74948,296.8263,483.9213,329.65198,22.10810810810811,979.2099792099791,2,101,1.4760323974592529,29.41891891891892,2001.4209979209975,2,137,1.4494493311832592,36.21621621621622,3245.898740369328,2,166,1.3829880628723503
13,0,0.71349865,138.32343,1005.09265,159.08997,1023.7174,2.4285714285714284,16.49477351916376,0,12,1.8274248167053633,2.0,9.21951219512195,0,9,1.6666666666666667,1.5714285714285714,4.202090592334495,0,6,1.2633055806422655
14,0,0.7052627,964.3738,385.16373,987.34875,427.954,1.3676470588235294,1.9774702984642134,0,3,0.1280616135339947,1.4264705882352942,2.1078672848449727,0,3,0.07377578385497292,1.4411764705882353,2.13937988988699,0,3,0.05946606485138151
15,0,0.6789153,207.1969,843.04156,252.55634,879.4421,3.9285714285714284,4.08252703471827,2,7,0.23697506913896152,3.7142857142857144,3.8861696072851446,1,7,0.13858685938382534,3.75,3.200199203187251,1,6,0.07766259289567112
16,0,0.677854,774.70557,852.95337,795.37036,875.70605,1.84375,0.13322368421052633,1,2,-1.893458524812515,1.78125,0.17269736842105263,1,2,-1.360672102833218,1.90625,0.21217105263157895,1,3,-0.352099403168477
17,0,0.6656099,620.8669,1018.20105,641.0999,1023.76355,1.0,1.0434782608695652,0,2,0.0,1.0,1.0434782608695652,0,2,0.0,1.0,1.0434782608695652,0,2,0.0
18,0,0.66079897,137.31726,900.6882,166.60815,930.5866,3.0,15.984,0,17,2.1469936712382554,2.357142857142857,6.903428571428569,0,12,2.1585909281182545,2.0238095238095237,2.279428571428572,1,7,1.8499529606303615
19,0,0.64802647,571.49585,715.2301,598.11523,758.3198,1.9431818181818181,0.0537936398202558,1,2,-3.8288694106557633,2.0,0.0,2,2,,1.9886363636363635,0.011277220877981333,1,2,-9.220167799605035
20,0,0.64743257,260.4933,618.3215,300.5561,639.8116,6.810344827586207,25.611221845724533,2,15,0.22645335595464453,6.137931034482759,18.39705002989834,2,13,0.15887407397297082,5.655172413793103,14.134741877616106,2,11,0.12487924826475477
21,0,0.6203095,431.6922,0.04234028,459.00995,9.505031,1.1764705882352942,1.5131042516016306,0,3,0.23806494589089985,1.3529411764705883,1.9534071054164246,0,3,0.14073276888270703,1.2941176470588236,1.8136284216656957,0,3,0.1864908622890278
22,0,0.61859614,792.17175,328.94028,839.2306,364.36746,6.479591836734694,71.94326809221981,1,41,2.4526918295771494,6.724489795918367,93.57912516542453,1,57,3.397456843077024,7.1020408163265305,155.51856237375497,1,82,4.6504169004592475
23,0,0.5989249,165.59738,958.51636,227.5109,995.10596,2.0086206896551726,5.939406737553414,0,7,0.9123011667254788,1.8879310344827587,5.027750173904403,0,6,0.7946265201914356,1.8620689655172413,4.735963430388552,0,6,0.7619046486662928
24,0,0.5907105,213.09332,15.748058,235.76056,39.238914,3.3333333333333335,9.865168539325843,0,7,0.044001430592351856,3.2666666666666666,7.8831460674157325,0,7,0.02808373358240319,2.966666666666667,7.583146067415731,0,6,0.005677741051366224
25,0,0.58334196,648.12695,567.4507,698.1316,603.7737,2.0,0.0,2,2,,1.9714285714285715,0.08530416951469584,1,3,-0.8598938232981926,1.9714285714285715,0.027887901572112097,1,2,-5.659453309702797
26,0,0.578444,1015.75085,259.99426,1023.817,285.08228,5.75,39.25531914893617,0,14,0.3182636933577166,4.875,26.920212765957444,0,12,0.24393014474316693,4.375,20.920212765957444,0,10,0.1674800535658106
