,class,proba,x1,y1,x2,y2,bf_mean,bf_std,bf_min,bf_max,bf_skew,rfp_mean,rfp_std,rfp_min,rfp_max,rfp_skew,gfp_mean,gfp_std,gfp_min,gfp_max,gfp_skew
0,0,0.86872584,243.20409,698.45013,284.75342,757.52826,20.727272727272727,1471.0646720368238,2,154,2.5479254572669583,17.295454545454547,936.360586881473,2,136,2.7028023422430705,13.166666666666666,368.14430379746835,2,88,2.477753174350736
1,0,0.84545135,267.82837,877.9768,311.5249,919.489,2.391304347826087,2.071778656126483,1,6,0.7019974293757372,2.3043478260869565,1.6961264822134388,1,5,0.6107641170968664,2.3369565217391304,1.2060474308300395,1,5,0.4433028107459042
2,0,0.8123093,838.15186,320.92966,883.3457,354.36508,41.56896551724138,2578.443193143313,1,157,0.9231008463147098,38.6551724137931,2276.516244767789,1,145,0.9476913237749721,34.94827586206897,1907.3903727327095,1,129,0.9910989783989512
3,0,0.8032229,607.02,410.81223,655.14844,454.13126,3.037037037037037,2.079119367045063,2,9,2.057616020528794,2.962962962962963,1.800481596147231,2,8,1.8926480415001423,3.0277777777777777,1.921826625386997,2,9,2.2337373438924333
4,0,0.78359175,758.6912,120.43613,803.4323,158.90668,2.5,2.372093023255814,1,6,0.6431350043564865,2.4444444444444446,1.9782945736434112,1,5,0.3249141459080086,2.4583333333333335,2.3145348837209307,1,6,0.6036826145991554
5,0,0.75272185,896.7814,1001.9632,921.74023,1023.7514,1.78125,0.48848684210526316,1,3,0.3241607419520235,1.65625,0.5437500000000001,1,3,0.6378617356531789,1.71875,0.7726973684210526,1,4,1.138383603402481
6,0,0.7290206,504.33716,326.2954,534.0305,357.7273,43.138888888888886,2360.7713178294575,2,154,0.8334757549213141,40.52777777777778,2139.2085271317833,2,145,0.8683848687162361,36.65277777777778,1772.5998062015506,2,131,0.8983979580403127
7,0,0.72855014,129.13785,444.435,159.0792,476.04816,1.56,0.24805369127516783,1,2,-0.24174688920761436,1.62,0.23718120805369133,1,2,-0.494451386058198,1.6,0.24161073825503357,1,2,-0.4082482904638636
8,0,0.71387714,686.68567,168.55554,746.452,203.67969,18.276119402985074,1045.6517474969291,2,154,2.8694351047626063,15.544776119402986,631.5802843637176,2,136,3.0622899791975695,12.477611940298507,257.68154241262516,2,88,2.595798316138335
9,0,0.6984576,467.38437,362.52777,496.37405,389.8974,6.371428571428571,111.4211893369788,2,59,3.907888942316978,6.485714285714286,117.06438824333559,2,61,3.98968867623982,6.385714285714286,110.67826384142172,2,60,4.067238118534412
10,0,0.687058,538.6829,0.084775925,570.83563,19.452631,1.5,0.252212389380531,1,2,0.0,1.5,0.252212389380531,1,2,0.0,1.4210526315789473,0.4052165812761994,0,2,-0.6322911017829577
11,0,0.6824346,0.07870388,328.3406,8.475237,369.64774,43.6764705882353,2747.2705299941754,0,157,0.9446100528480925,41.470588235294116,2323.1426907396617,0,142,0.8239555459172616,38.029411764705884,1857.414967967385,1,125,0.741762887776415
12,0,0.6688484,974.9634,923.43036,993.93994,944.0804,1.1153846153846154,0.10272952853598015,1,2,2.4077170617153842,1.1538461538461537,0.13101736972704717,1,2,1.9188064472004944,1.3076923076923077,0.21439205955334983,1,2,0.8333333333333335
13,0,0.660849,363.09485,770.88306,423.932,797.89087,6.127450980392157,86.03944069431051,2,59,4.346649285313639,6.137254901960785,90.1778206364513,2,61,4.449502005920496,6.03921568627451,84.29353905496622,2,60,4.564570546170669
14,0,0.6587205,765.8491,1008.8255,817.23914,1023.7299,2.8392857142857144,0.7105431993156546,2,5,0.6709303702118941,2.7857142857142856,0.5286569717707442,2,4,0.35012671437682696,2.75,0.6197604790419161,2,4,0.4708423901565349
15,0,0.65651613,212.64455,557.6925,250.52473,583.0741,2.4347826086956523,0.42272294509679464,2,4,1.2026390935321567,2.4130434782608696,0.4631862900666456,2,4,1.3628663511974106,2.652173913043478,0.44747699143129177,2,4,0.5329659150053663
16,0,0.6533939,236.95789,101.07027,274.18372,126.533005,1.82,0.7928859060402684,1,3,0.3592943695504917,1.84,0.8198657718120808,1,3,0.3197613722509588,1.64,0.5138255033557048,1,3,0.6523888599444866
17,0,0.65308326,23.09929,673.3801,49.065613,700.39575,13.851851851851851,498.9095928226364,0,101,2.750454274369457,11.907407407407407,268.5938578329883,1,75,2.442358914231578,10.092592592592593,119.45100069013111,1,45,1.2942986869586615
18,0,0.6332016,781.9305,1007.8664,817.5783,1023.69354,2.5384615384615383,0.4436724565756824,2,4,0.8444334345647692,2.5576923076923075,0.48052109181141434,2,4,0.8419303368715434,2.5384615384615383,0.521091811414392,2,4,0.949311931272932
19,0,0.61382085,1012.15686,487.00403,1023.8069,510.1095,2.2777777777777777,0.20440251572327034,2,3,0.9922778767136688,2.388888888888889,0.24213836477987422,2,3,0.45584230583855223,2.5555555555555554,0.4779874213836478,2,4,0.8367210142534074
